brand,model,year,km_driven,fuel_type,transmission,number_of_owners,location,selling_price
Mahindra,XUV500,2011,118436,Petrol,Manual,First,Hyderabad,1.17
Nissan,Kicks,2015,26159,Petrol,Manual,First,Delhi,1.98
Chevrolet,Trailblazer,2015,94788,Electric,Manual,First,Hyderabad,1.78
Renault,Duster,2018,29003,Diesel,Manual,Second,Hyderabad,2.48
Ford,Aspire,2008,110722,Diesel,Manual,Third,Mumbai,0.96
Ford,Endeavour,2009,40139,Petrol,Manual,Fourth & Above,Lucknow,0.94
Toyota,Etios,2012,57452,Petrol,Automatic,Second,Lucknow,1.37
Mahindra,Marazzo,2016,27205,Diesel,Manual,Third,Bangalore,1.46
Tata,Harrier,2017,61955,Diesel,Manual,Second,Bangalore,2.03
Honda,Amaze,2018,12464,Diesel,Manual,First,Pune,3.47
Honda,Amaze,2023,14840,Petrol,Manual,Second,Bangalore,5.7
Toyota,Camry,2019,45768,Diesel,Manual,First,Jaipur,6.71
Tata,Tigor,2020,145533,CNG,Manual,First,Kolkata,1.43
Toyota,Urban Cruiser,2018,25927,LPG,Manual,Second,Pune,2.38
Honda,WR-V,2023,103622,Petrol,Manual,Fourth & Above,Pune,2.63
Tata,Safari,2014,20329,Diesel,Manual,First,Ahmedabad,2.07
Nissan,Micra,2017,20791,Diesel,Manual,First,Lucknow,1.94
Mahindra,KUV100,2012,57627,LPG,Manual,First,Bangalore,1.12
Ford,Freestyle,2008,133885,CNG,Automatic,First,Jaipur,1.01
Chevrolet,Cruze,2022,150444,Electric,Manual,First,Hyderabad,2.82
Hyundai,Tucson,2023,184541,Electric,Automatic,Third,Pune,4.22
Mahindra,Scorpio,2022,114554,Petrol,Automatic,First,Mumbai,3.81
Nissan,Terrano,2013,135436,Diesel,Manual,First,Chennai,1.19
Honda,Accord,2019,92073,Diesel,Automatic,Second,Kolkata,4.55
Nissan,Sunny,2015,39370,Petrol,Manual,First,Delhi,1.38
Toyota,Yaris,2014,56408,Petrol,Automatic,Second,Mumbai,1.93
Tata,Safari,2009,95941,Petrol,Manual,First,Delhi,1.29
Ford,Ikon,2019,159775,CNG,Manual,Second,Ahmedabad,0.93
Renault,Kwid,2012,151306,Petrol,Manual,First,Lucknow,0.51
Toyota,Innova,2021,143604,LPG,Automatic,First,Pune,3.91
Mahindra,Marazzo,2023,40416,Diesel,Manual,First,Lucknow,3.23
Toyota,Innova,2018,77439,Diesel,Automatic,Second,Delhi,4.7
Mahindra,Bolero,2011,23242,Petrol,Automatic,First,Jaipur,1.44
Renault,Lodgy,2016,186326,Diesel,Manual,First,Ahmedabad,0.76
Maruti Suzuki,Ciaz,2017,84324,Diesel,Manual,Fourth & Above,Chennai,1.15
Ford,EcoSport,2023,40249,Petrol,Manual,First,Lucknow,3.94
Chevrolet,Cruze,2008,105124,CNG,Manual,Second,Hyderabad,0.89
Chevrolet,Tavera,2019,100049,Diesel,Automatic,Second,Bangalore,2.29
Hyundai,Verna,2023,90078,Petrol,Automatic,Third,Pune,3.06
Nissan,Evalia,2013,37294,CNG,Automatic,Third,Bangalore,1.14
Maruti Suzuki,Ciaz,2010,195856,Petrol,Automatic,First,Lucknow,0.5
Chevrolet,Enjoy,2018,139756,Diesel,Manual,Second,Bangalore,1.25
Toyota,Etios,2016,159867,Diesel,Manual,Second,Jaipur,0.86
Nissan,Evalia,2012,196373,Petrol,Automatic,First,Pune,0.59
Maruti Suzuki,Alto,2020,146503,Diesel,Automatic,First,Ahmedabad,2.06
Tata,Hexa,2013,94627,Diesel,Manual,First,Chennai,1.33
Tata,Hexa,2018,95381,Diesel,Manual,First,Chennai,2.37
Nissan,Kicks,2016,95027,Petrol,Automatic,Second,Ahmedabad,1.41
Mahindra,Bolero,2016,191444,Petrol,Manual,Fourth & Above,Hyderabad,0.5
Mahindra,KUV100,2023,75366,Petrol,Manual,Third,Kolkata,2.38
Toyota,Etios,2015,99176,Electric,Manual,First,Delhi,2.17
Maruti Suzuki,Ciaz,2016,124667,Petrol,Automatic,First,Pune,1.77
Maruti Suzuki,Baleno,2023,77870,Diesel,Automatic,Second,Mumbai,4.96
Nissan,Kicks,2011,52387,LPG,Automatic,First,Hyderabad,1.69
Honda,CR-V,2023,188999,CNG,Manual,Second,Jaipur,2.64
Tata,Punch,2013,14304,CNG,Manual,Second,Kolkata,1.0
Maruti Suzuki,Wagon R,2012,22032,Electric,Manual,Second,Kolkata,1.6
Nissan,Magnite,2012,96291,Petrol,Automatic,First,Hyderabad,1.29
Renault,Duster,2011,117889,Petrol,Manual,First,Kolkata,0.92
Hyundai,Verna,2009,64486,Petrol,Manual,First,Lucknow,1.25
Renault,Fluence,2019,70552,Petrol,Automatic,First,Chennai,2.37
Ford,Figo,2013,165726,Diesel,Manual,Fourth & Above,Mumbai,0.53
Toyota,Innova,2016,44244,Petrol,Automatic,First,Pune,3.42
Maruti Suzuki,Ertiga,2019,142014,Diesel,Manual,First,Jaipur,1.54
Ford,Ikon,2008,55697,Petrol,Manual,Second,Chennai,1.03
Chevrolet,Captiva,2021,131031,Petrol,Manual,First,Lucknow,2.23
Ford,Fiesta,2014,7693,Diesel,Automatic,Third,Chennai,1.59
Nissan,Kicks,2013,192823,Petrol,Automatic,First,Kolkata,0.82
Maruti Suzuki,Ciaz,2010,86098,Diesel,Manual,Fourth & Above,Pune,0.79
Hyundai,Venue,2008,11259,Electric,Manual,Third,Bangalore,1.93
Nissan,GT-R,2020,124746,CNG,Automatic,Third,Jaipur,4.08
Nissan,Sunny,2011,112772,Petrol,Manual,First,Mumbai,1.22
Toyota,Fortuner,2022,122928,LPG,Manual,First,Pune,4.69
Toyota,Yaris,2021,141014,Petrol,Manual,Second,Pune,2.31
Tata,Altroz,2016,52419,Diesel,Automatic,Second,Ahmedabad,1.74
Tata,Altroz,2022,107092,Petrol,Manual,Second,Kolkata,2.19
Mahindra,XUV500,2009,61105,Petrol,Manual,First,Jaipur,1.0
Honda,Amaze,2010,163455,Electric,Automatic,First,Jaipur,1.43
Maruti Suzuki,Dzire,2009,28404,Petrol,Manual,Fourth & Above,Delhi,1.08
Maruti Suzuki,Vitara Brezza,2021,77656,CNG,Manual,First,Kolkata,2.71
Ford,Fiesta,2009,141774,Petrol,Manual,First,Hyderabad,0.87
Maruti Suzuki,Dzire,2017,105965,CNG,Automatic,First,Delhi,1.89
Maruti Suzuki,Wagon R,2018,61332,Electric,Automatic,Second,Hyderabad,2.84
Honda,City,2018,175491,Diesel,Manual,First,Jaipur,1.7
Chevrolet,Cruze,2015,108182,Diesel,Automatic,First,Ahmedabad,1.15
Tata,Punch,2010,116395,Diesel,Manual,First,Lucknow,0.75
Tata,Nexon,2014,107619,LPG,Automatic,First,Jaipur,0.94
Hyundai,Verna,2015,113269,Petrol,Manual,Second,Chennai,1.03
Maruti Suzuki,Baleno,2010,78844,Diesel,Automatic,First,Ahmedabad,1.55
Honda,Amaze,2009,175314,Petrol,Manual,First,Jaipur,0.77
Tata,Altroz,2020,129983,Petrol,Manual,First,Lucknow,1.8
Honda,Civic,2020,39142,Petrol,Automatic,First,Delhi,7.55
Renault,Kwid,2015,114699,Diesel,Manual,First,Lucknow,0.51
Chevrolet,Enjoy,2010,101226,LPG,Manual,Third,Bangalore,0.5
Maruti Suzuki,Dzire,2014,12393,Petrol,Automatic,Third,Mumbai,1.34
Hyundai,i10,2019,107281,Diesel,Manual,First,Mumbai,2.51
Ford,EcoSport,2008,164965,Diesel,Manual,First,Lucknow,0.71
Tata,Harrier,2021,14388,Diesel,Automatic,First,Pune,6.11
Renault,Triber,2022,67969,LPG,Manual,Third,Mumbai,2.34
Honda,City,2019,41660,Petrol,Manual,First,Kolkata,3.28
Toyota,Innova,2013,94244,Petrol,Automatic,First,Pune,2.37
Nissan,X-Trail,2019,160798,Petrol,Automatic,Third,Jaipur,1.68
Maruti Suzuki,Baleno,2019,84544,LPG,Manual,First,Pune,2.22
Maruti Suzuki,Swift,2023,199068,Electric,Manual,First,Chennai,2.32
Renault,Pulse,2020,136183,Petrol,Automatic,First,Mumbai,1.99
Honda,Civic,2016,120370,Petrol,Manual,First,Pune,2.1
Mahindra,Scorpio,2019,22545,Diesel,Manual,Fourth & Above,Hyderabad,1.85
Maruti Suzuki,Vitara Brezza,2010,176240,Diesel,Automatic,Second,Kolkata,0.88
Mahindra,Scorpio,2021,138451,Diesel,Manual,First,Pune,2.6
Toyota,Urban Cruiser,2014,92346,Electric,Manual,First,Lucknow,1.75
Renault,Kwid,2020,177192,CNG,Manual,First,Ahmedabad,0.74
Honda,Jazz,2013,22809,LPG,Manual,First,Mumbai,1.74
Honda,City,2015,188885,Diesel,Manual,First,Ahmedabad,0.85
Chevrolet,Enjoy,2010,32967,Petrol,Manual,Second,Delhi,0.92
Nissan,Micra,2010,145820,Diesel,Automatic,First,Delhi,1.06
Tata,Harrier,2011,28424,Diesel,Automatic,First,Ahmedabad,2.1
Tata,Nexon,2010,159986,Petrol,Manual,First,Delhi,0.88
Ford,Fiesta,2016,113411,Petrol,Manual,First,Ahmedabad,1.5
Hyundai,Tucson,2023,155563,Diesel,Automatic,First,Kolkata,4.33
Renault,Fluence,2018,185526,Diesel,Manual,First,Jaipur,0.98
Toyota,Fortuner,2011,75069,Diesel,Manual,Second,Jaipur,1.92
Honda,Civic,2013,187997,Petrol,Automatic,First,Ahmedabad,0.94
Nissan,X-Trail,2015,94119,Diesel,Manual,Second,Jaipur,1.33
Mahindra,KUV100,2018,42049,Petrol,Manual,First,Hyderabad,2.06
Renault,Pulse,2020,32821,Diesel,Automatic,First,Ahmedabad,2.83
Ford,Mustang,2015,100797,Diesel,Manual,Second,Pune,2.39
Renault,Kwid,2023,166017,CNG,Manual,Second,Jaipur,0.98
Ford,Fiesta,2022,153456,CNG,Manual,Second,Delhi,2.45
Honda,WR-V,2012,164482,Diesel,Manual,First,Bangalore,1.11
Hyundai,Verna,2012,82734,Diesel,Automatic,Fourth & Above,Delhi,1.09
Ford,Mustang,2013,199838,Diesel,Automatic,Second,Pune,1.47
Honda,Civic,2017,143241,Petrol,Manual,First,Bangalore,2.2
Honda,Jazz,2014,176201,Diesel,Manual,Third,Mumbai,0.68
Hyundai,i10,2020,102445,Diesel,Automatic,First,Chennai,2.83
Tata,Hexa,2020,8830,Diesel,Manual,First,Kolkata,3.6
Renault,Scala,2017,192378,Petrol,Manual,Second,Chennai,0.63
Maruti Suzuki,Ciaz,2021,91940,LPG,Manual,Third,Pune,1.47
Maruti Suzuki,Baleno,2014,163829,Petrol,Manual,First,Bangalore,0.89
Mahindra,XUV500,2020,68867,Petrol,Manual,Second,Lucknow,1.89
Mahindra,Thar,2011,171722,Electric,Manual,Second,Pune,0.83
Maruti Suzuki,Dzire,2013,169838,CNG,Automatic,Third,Lucknow,0.5
Toyota,Innova,2014,37419,Petrol,Automatic,First,Mumbai,2.9
Maruti Suzuki,Baleno,2012,21668,LPG,Manual,First,Pune,1.57
Mahindra,Thar,2012,152318,Petrol,Manual,First,Ahmedabad,1.03
Nissan,Evalia,2009,29996,Diesel,Manual,First,Lucknow,1.34
Mahindra,Bolero,2014,56312,Diesel,Manual,Third,Ahmedabad,0.96
Toyota,Innova,2019,139137,Diesel,Manual,First,Mumbai,4.43
Renault,Scala,2013,15467,Diesel,Manual,Third,Hyderabad,0.85
Maruti Suzuki,Wagon R,2018,186718,Petrol,Manual,Second,Lucknow,0.69
Hyundai,i20,2008,157079,Petrol,Manual,First,Lucknow,0.72
Nissan,Magnite,2011,33702,Diesel,Automatic,First,Chennai,1.95
Honda,CR-V,2010,99369,Petrol,Manual,First,Pune,1.95
Toyota,Fortuner,2019,80569,Electric,Manual,First,Pune,6.5
Mahindra,Bolero,2022,58952,Diesel,Manual,First,Kolkata,3.4
Hyundai,i20,2010,194137,Petrol,Manual,First,Lucknow,0.54
Ford,Endeavour,2014,39169,Diesel,Automatic,First,Jaipur,2.38
Tata,Tiago,2018,21829,Petrol,Manual,First,Lucknow,1.96
Maruti Suzuki,Vitara Brezza,2019,196207,Petrol,Automatic,First,Ahmedabad,1.27
Tata,Tiago,2017,9522,Diesel,Manual,First,Pune,2.14
Toyota,Glanza,2011,90687,Electric,Automatic,Second,Chennai,1.74
Ford,Endeavour,2022,171391,Diesel,Manual,First,Chennai,2.88
Ford,Ikon,2019,125334,Petrol,Manual,Second,Jaipur,1.01
Ford,Figo,2015,162615,Diesel,Manual,Second,Chennai,0.74
Honda,Civic,2023,123576,Petrol,Manual,Second,Hyderabad,4.0
Toyota,Glanza,2018,122419,Petrol,Manual,Third,Pune,1.38
Renault,Triber,2023,166545,CNG,Manual,First,Delhi,1.82
Tata,Hexa,2016,12699,Electric,Automatic,First,Kolkata,2.89
Renault,Duster,2010,73165,Petrol,Manual,First,Bangalore,1.29
Hyundai,Verna,2023,176527,Diesel,Manual,First,Jaipur,2.35
Chevrolet,Cruze,2012,80692,Electric,Manual,First,Lucknow,1.31
Nissan,Kicks,2011,22441,Petrol,Manual,First,Mumbai,2.17
Nissan,Evalia,2021,35716,Petrol,Manual,First,Lucknow,2.83
Renault,Duster,2019,67175,LPG,Manual,Second,Chennai,1.58
Chevrolet,Trailblazer,2023,11834,Diesel,Manual,Second,Chennai,3.94
Chevrolet,Trailblazer,2017,23179,Petrol,Automatic,First,Jaipur,2.11
Maruti Suzuki,Dzire,2022,31219,Petrol,Manual,First,Mumbai,3.81
Hyundai,Verna,2013,108153,Petrol,Manual,Third,Delhi,0.91
Toyota,Etios,2018,151854,Diesel,Manual,Second,Mumbai,1.63
Chevrolet,Beat,2017,79967,CNG,Manual,First,Mumbai,1.17
Mahindra,KUV100,2011,107454,Diesel,Manual,Third,Mumbai,0.83
Nissan,Micra,2015,14496,Diesel,Manual,First,Bangalore,1.6
Mahindra,Thar,2010,175310,Petrol,Manual,First,Chennai,0.91
Hyundai,Creta,2018,51025,Petrol,Manual,First,Lucknow,2.67
Chevrolet,Cruze,2012,64886,Petrol,Manual,Third,Delhi,0.83
Tata,Tigor,2020,159635,CNG,Manual,First,Mumbai,1.45
Nissan,Evalia,2023,8712,Diesel,Manual,First,Kolkata,4.85
Maruti Suzuki,Dzire,2023,99067,Petrol,Manual,Third,Pune,2.42
Maruti Suzuki,Baleno,2008,50489,Diesel,Manual,First,Delhi,1.54
Ford,Aspire,2020,37664,CNG,Automatic,Second,Bangalore,3.14
Honda,CR-V,2022,148492,Diesel,Automatic,First,Lucknow,5.33
Chevrolet,Beat,2013,190682,Petrol,Manual,First,Bangalore,0.5
Hyundai,i20,2018,10315,Petrol,Manual,Fourth & Above,Delhi,2.0
Nissan,Sunny,2012,80033,Petrol,Manual,First,Chennai,0.96
Honda,CR-V,2015,122862,CNG,Manual,Second,Kolkata,1.45
Hyundai,Santro,2016,84030,Diesel,Automatic,Fourth & Above,Ahmedabad,0.94
Renault,Triber,2015,68910,Diesel,Manual,Second,Pune,0.94
Chevrolet,Enjoy,2023,197044,LPG,Automatic,First,Jaipur,1.18
Toyota,Etios,2015,126075,Electric,Manual,First,Bangalore,1.73
Toyota,Corolla,2019,60919,Petrol,Automatic,First,Lucknow,3.89
Chevrolet,Trailblazer,2021,140204,Petrol,Automatic,First,Jaipur,1.98
Ford,Figo,2020,132153,Diesel,Automatic,Third,Chennai,1.78
Ford,Fiesta,2010,46598,Petrol,Manual,First,Ahmedabad,1.58
Toyota,Fortuner,2011,156623,CNG,Automatic,Third,Lucknow,0.93
Tata,Safari,2023,73206,LPG,Manual,Second,Hyderabad,3.25
Nissan,Sunny,2022,79900,Diesel,Automatic,Fourth & Above,Hyderabad,2.75
Toyota,Etios,2018,31296,Petrol,Manual,Third,Jaipur,2.07
Tata,Hexa,2011,154138,Petrol,Manual,Second,Lucknow,0.52
Honda,Civic,2022,164964,Petrol,Automatic,Third,Delhi,3.32
Tata,Punch,2022,80577,CNG,Automatic,Second,Kolkata,2.6
Honda,WR-V,2021,82173,Petrol,Automatic,Second,Bangalore,4.34
Hyundai,i10,2018,69771,Petrol,Manual,Second,Hyderabad,1.64
Mahindra,Scorpio,2012,163556,Petrol,Automatic,Second,Bangalore,0.87
Hyundai,Creta,2020,82865,Electric,Automatic,First,Kolkata,5.77
Toyota,Etios,2016,104074,Diesel,Manual,First,Kolkata,1.49
Honda,BR-V,2019,163187,LPG,Automatic,First,Delhi,2.37
Toyota,Fortuner,2016,162110,CNG,Manual,First,Mumbai,2.04
Chevrolet,Beat,2017,41622,Diesel,Manual,First,Pune,1.71
Nissan,GT-R,2020,40886,Petrol,Manual,Third,Mumbai,6.07
Maruti Suzuki,Ciaz,2019,187356,Petrol,Manual,Second,Jaipur,1.04
Toyota,Urban Cruiser,2021,145973,Diesel,Manual,First,Lucknow,2.66
Nissan,Terrano,2008,61377,LPG,Manual,Second,Kolkata,0.8
Tata,Harrier,2021,87910,Petrol,Manual,Third,Mumbai,2.81
Hyundai,Santro,2021,185934,Petrol,Manual,Second,Ahmedabad,1.26
Tata,Punch,2015,123992,Diesel,Manual,Second,Mumbai,0.89
Maruti Suzuki,Baleno,2023,168878,Petrol,Manual,First,Chennai,2.18
Honda,Civic,2021,153731,Diesel,Manual,First,Hyderabad,4.14
Chevrolet,Captiva,2008,159525,Petrol,Manual,First,Chennai,0.78
Nissan,Terrano,2023,166570,Petrol,Automatic,First,Kolkata,2.87
Chevrolet,Enjoy,2009,21312,Petrol,Automatic,First,Hyderabad,1.48
Mahindra,Scorpio,2014,6436,Diesel,Manual,Third,Chennai,1.45
Toyota,Camry,2022,32569,Diesel,Manual,Second,Kolkata,8.46
Honda,Jazz,2015,194885,Petrol,Manual,First,Hyderabad,0.65
Mahindra,Scorpio,2008,121787,LPG,Manual,First,Mumbai,0.92
Renault,Pulse,2022,95485,Petrol,Automatic,First,Bangalore,2.63
Toyota,Urban Cruiser,2010,182058,Petrol,Manual,First,Mumbai,1.13
Tata,Nexon,2014,107555,Diesel,Manual,Second,Bangalore,1.0
Hyundai,Santro,2020,189249,Petrol,Manual,First,Delhi,1.26
Nissan,Magnite,2016,145377,Diesel,Automatic,Second,Kolkata,1.08
Maruti Suzuki,Dzire,2015,37646,Electric,Manual,Second,Lucknow,1.59
Maruti Suzuki,Alto,2015,81126,Diesel,Manual,Second,Kolkata,0.87
Tata,Safari,2022,122922,Diesel,Manual,Second,Lucknow,2.9
Ford,Endeavour,2016,45430,Diesel,Manual,First,Jaipur,2.18
Maruti Suzuki,Baleno,2017,127238,Petrol,Automatic,First,Ahmedabad,1.69
Nissan,Magnite,2010,73659,Diesel,Manual,Second,Bangalore,1.2
Tata,Safari,2015,120341,Petrol,Manual,Second,Mumbai,1.33
Honda,Accord,2008,9158,Electric,Manual,First,Kolkata,4.34
Maruti Suzuki,Dzire,2023,79236,Petrol,Manual,First,Bangalore,3.51
Chevrolet,Beat,2015,81067,Diesel,Manual,First,Kolkata,0.69
Tata,Nexon,2020,163810,LPG,Manual,First,Jaipur,1.41
Nissan,Sunny,2014,14879,CNG,Manual,Second,Mumbai,1.5
Chevrolet,Cruze,2020,141615,Electric,Manual,First,Mumbai,2.3
Toyota,Fortuner,2022,117284,Diesel,Manual,Second,Jaipur,4.83
Toyota,Etios,2015,183996,Petrol,Automatic,First,Bangalore,1.04
Maruti Suzuki,Vitara Brezza,2008,178420,CNG,Automatic,Third,Lucknow,0.5
Chevrolet,Captiva,2013,89117,Petrol,Automatic,First,Kolkata,1.16
Hyundai,Santro,2014,172751,Petrol,Manual,First,Jaipur,0.51
Toyota,Yaris,2021,48888,Diesel,Manual,Second,Kolkata,5.18
Hyundai,Venue,2018,35276,Diesel,Manual,First,Bangalore,3.78
Honda,WR-V,2012,9799,LPG,Manual,First,Jaipur,1.72
Tata,Altroz,2021,117529,Electric,Automatic,Second,Hyderabad,3.54
Mahindra,XUV500,2012,129713,LPG,Automatic,Third,Hyderabad,0.86
Nissan,Evalia,2014,95141,Petrol,Automatic,First,Ahmedabad,1.23
Tata,Tiago,2022,196630,Diesel,Manual,First,Kolkata,1.25
Nissan,GT-R,2018,120013,CNG,Automatic,First,Delhi,5.34
Chevrolet,Spark,2022,172606,Electric,Automatic,Third,Jaipur,1.18
Honda,WR-V,2023,36668,Petrol,Manual,First,Bangalore,6.86
Renault,Captur,2010,140183,Petrol,Manual,First,Delhi,1.06
Maruti Suzuki,Wagon R,2013,160758,LPG,Manual,First,Lucknow,0.5
Nissan,Evalia,2014,77392,Petrol,Manual,First,Lucknow,1.23
Nissan,Micra,2008,21490,Diesel,Automatic,First,Kolkata,1.6
Chevrolet,Spark,2019,171266,Petrol,Manual,First,Ahmedabad,0.94
Hyundai,Santro,2009,150569,Diesel,Manual,First,Bangalore,0.9
Tata,Safari,2023,189588,Diesel,Manual,First,Pune,2.43
Renault,Pulse,2019,122219,Petrol,Manual,Third,Jaipur,0.81
Ford,Fiesta,2011,49104,Diesel,Manual,Third,Delhi,1.36
Maruti Suzuki,Vitara Brezza,2020,10316,Petrol,Automatic,First,Ahmedabad,4.45
Mahindra,Thar,2023,43130,Petrol,Manual,Second,Lucknow,4.53
Ford,EcoSport,2015,112294,Petrol,Automatic,Second,Hyderabad,1.0
Tata,Altroz,2018,34954,Diesel,Automatic,First,Bangalore,3.0
Maruti Suzuki,Alto,2020,118437,Petrol,Manual,First,Mumbai,2.03
Nissan,Sunny,2021,157724,Diesel,Automatic,Second,Pune,1.92
Mahindra,Bolero,2017,150250,Diesel,Manual,First,Delhi,1.26
Hyundai,Verna,2013,187235,Diesel,Manual,First,Bangalore,0.91
Renault,Duster,2008,150823,Diesel,Manual,First,Kolkata,0.68
Hyundai,i20,2017,139116,Diesel,Manual,First,Ahmedabad,1.68
Honda,BR-V,2012,68165,Petrol,Manual,Second,Delhi,1.97
Chevrolet,Captiva,2014,147552,Diesel,Automatic,Second,Pune,0.85
Maruti Suzuki,Swift,2022,179946,Petrol,Manual,Fourth & Above,Mumbai,1.43
Hyundai,i10,2020,71775,LPG,Manual,Second,Hyderabad,2.3
Ford,Mustang,2013,142638,CNG,Automatic,First,Chennai,2.07
Chevrolet,Aveo,2020,90311,Petrol,Automatic,Second,Mumbai,1.96
Hyundai,Elantra,2020,58149,Diesel,Manual,Second,Jaipur,3.17
Toyota,Etios,2019,139078,LPG,Manual,Second,Jaipur,1.39
Honda,WR-V,2016,77561,Petrol,Manual,First,Bangalore,2.04
Tata,Tigor,2015,155495,Diesel,Manual,First,Pune,0.58
Renault,Scala,2022,95710,Petrol,Manual,Fourth & Above,Hyderabad,1.47
Honda,Jazz,2011,97199,Diesel,Automatic,Third,Chennai,1.14
Chevrolet,Captiva,2020,170024,LPG,Manual,First,Pune,1.34
Toyota,Innova,2018,32326,Diesel,Manual,First,Jaipur,4.27
Maruti Suzuki,Baleno,2019,122272,Diesel,Automatic,Second,Lucknow,1.94
Ford,Ikon,2012,36139,LPG,Manual,First,Pune,1.15
Renault,Duster,2014,198175,Diesel,Manual,First,Hyderabad,0.5
Renault,Captur,2015,196929,Diesel,Manual,Second,Pune,0.5
Honda,Jazz,2012,78638,Diesel,Automatic,Second,Hyderabad,1.8
Chevrolet,Spark,2016,77652,Diesel,Automatic,First,Mumbai,1.47
Maruti Suzuki,Ertiga,2021,17937,CNG,Automatic,Second,Pune,3.76
Nissan,Sunny,2017,35161,Electric,Manual,Second,Jaipur,2.0
Toyota,Camry,2019,140455,CNG,Automatic,First,Bangalore,4.51
Nissan,Kicks,2011,90856,Diesel,Manual,First,Pune,1.3
Ford,Freestyle,2011,75043,Petrol,Manual,First,Chennai,1.32
Maruti Suzuki,Wagon R,2020,150807,CNG,Manual,First,Hyderabad,1.58
Maruti Suzuki,Dzire,2015,64919,Diesel,Manual,First,Hyderabad,1.45
Toyota,Camry,2008,87055,CNG,Manual,First,Jaipur,2.11
Mahindra,Thar,2015,90455,Petrol,Manual,First,Chennai,1.34
Nissan,Micra,2012,173694,LPG,Manual,First,Ahmedabad,0.5
Hyundai,i10,2020,43135,Petrol,Manual,First,Ahmedabad,3.45
Renault,Fluence,2021,171730,Petrol,Automatic,First,Ahmedabad,2.07
Mahindra,KUV100,2018,89677,Diesel,Automatic,First,Ahmedabad,2.19
Hyundai,Venue,2008,34696,Diesel,Manual,Second,Pune,1.68
Chevrolet,Spark,2011,139845,Petrol,Manual,First,Ahmedabad,0.54
Toyota,Innova,2009,29956,Diesel,Manual,First,Pune,2.7
Chevrolet,Spark,2011,20819,Petrol,Manual,First,Lucknow,0.98
Renault,Duster,2015,6528,Petrol,Automatic,Second,Delhi,1.26
Tata,Hexa,2012,132781,Petrol,Manual,First,Bangalore,1.05
Hyundai,i20,2008,91491,LPG,Manual,Third,Pune,0.68
Mahindra,KUV100,2014,49588,Petrol,Manual,Second,Hyderabad,0.94
Hyundai,Creta,2008,104152,Petrol,Automatic,First,Chennai,1.69
Hyundai,Creta,2016,132872,Diesel,Manual,First,Mumbai,1.65
Toyota,Etios,2010,156583,Diesel,Manual,Second,Chennai,0.84
Chevrolet,Beat,2019,15119,CNG,Manual,First,Pune,2.14
Nissan,Magnite,2010,80893,LPG,Automatic,First,Ahmedabad,1.39
Tata,Tiago,2022,21167,CNG,Automatic,First,Chennai,3.54
Toyota,Camry,2022,192575,Petrol,Manual,Third,Lucknow,2.06
Ford,Freestyle,2013,115782,Diesel,Automatic,First,Mumbai,1.46
Toyota,Etios,2023,135775,Diesel,Automatic,First,Kolkata,3.83
Renault,Lodgy,2017,39889,Petrol,Automatic,First,Hyderabad,1.97
Tata,Hexa,2013,50678,Petrol,Automatic,First,Pune,1.72
Maruti Suzuki,Swift,2020,65262,Diesel,Manual,Second,Bangalore,3.38
Ford,EcoSport,2018,140753,Petrol,Manual,First,Hyderabad,1.76
Honda,Jazz,2018,85291,Electric,Automatic,Second,Chennai,3.3
Toyota,Etios,2013,71008,CNG,Manual,First,Kolkata,1.19
Hyundai,Venue,2020,149762,Petrol,Automatic,Second,Hyderabad,2.19
Nissan,X-Trail,2008,30912,Petrol,Manual,First,Delhi,1.81
Maruti Suzuki,Dzire,2012,11473,Electric,Manual,Second,Chennai,1.69
Toyota,Fortuner,2019,177370,Petrol,Manual,Second,Chennai,1.99
Toyota,Corolla,2013,154741,CNG,Automatic,Second,Pune,1.14
Mahindra,Marazzo,2015,104500,Diesel,Manual,First,Hyderabad,1.19
Mahindra,Thar,2020,157015,LPG,Manual,Second,Chennai,1.58
Maruti Suzuki,Swift,2008,43785,Diesel,Automatic,First,Lucknow,1.71
Chevrolet,Captiva,2012,105956,Petrol,Automatic,Fourth & Above,Mumbai,0.73
Mahindra,KUV100,2010,199499,Petrol,Manual,First,Mumbai,0.59
Hyundai,Verna,2009,198073,Diesel,Manual,Second,Kolkata,0.67
Ford,Aspire,2018,197796,LPG,Manual,First,Mumbai,1.06
Honda,CR-V,2015,124006,Petrol,Automatic,First,Bangalore,2.38
Tata,Tigor,2014,15832,Diesel,Manual,First,Jaipur,1.29
Honda,Accord,2017,141457,Petrol,Manual,First,Bangalore,2.73
Honda,CR-V,2014,150780,LPG,Manual,First,Bangalore,1.52
Tata,Hexa,2012,194672,CNG,Manual,First,Jaipur,0.5
Mahindra,XUV700,2019,159510,Petrol,Manual,First,Kolkata,1.83
Maruti Suzuki,Vitara Brezza,2023,87747,Petrol,Manual,Second,Ahmedabad,3.81
Tata,Nexon,2020,85107,Petrol,Automatic,First,Lucknow,2.44
Renault,Triber,2016,196134,Diesel,Manual,Second,Jaipur,0.5
Chevrolet,Enjoy,2012,70428,Diesel,Manual,Second,Pune,0.84
Ford,Endeavour,2009,91843,Petrol,Manual,Second,Hyderabad,1.48
Nissan,Micra,2010,16002,Electric,Automatic,First,Hyderabad,2.09
Mahindra,XUV300,2011,172225,Diesel,Manual,First,Hyderabad,0.82
